neighborhood,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
Central East Austin,541399.4071246929,6.217941365064883,-8.788597838203138,769444.9835271192,-29.637671475492667,171.0,1994.814332247557,2.0,39.473684210526315,147,2881.555011588706,992.5655797286037,225.5830863019554,451.1661726039108,4550.8698502231755,200,300,75,59.84442996742671,634.8444299674267,5185.714280190602,-3190.899947943045,-38290.799375316536,-35.362801354617616,3248.396442748158,2988.5247273283053,-1562.3451228948702,-18748.14147473844,-17.314519768600746,(124521.86363867938+0j),(-191453.99687658268+0j),(101613.2546026418+0j),(25417.23017404799+0j),(-64423.51209989289+0j),(-51.736707287668196+0j),(-13.558282035810054+0j),124521.86363867938,-101545.98162769749,101613.2546026418,25417.23017404799,25484.5031489923,20.465886394809964,3.7941355214250905,austin,"Austin, TX",TX,True
Hyde Park,699602.6674318924,4.172611686825589,-4.733456690992033,888195.5668667232,-21.233262861255632,100.0,1926.2545454545452,1.0,60.0,97,3723.5792022115975,1282.6048902918026,291.5011114299552,583.0022228599104,5880.687426793265,200,300,75,57.78763636363635,632.7876363636364,6513.475063156901,-4587.220517702356,-55046.64621242827,-39.341363873363996,4197.616004591354,3861.806724224046,-2018.8807025692195,-24226.568430830634,-17.31451976860075,(160908.61350933523+0j),(-275233.23106214136+0j),(131305.84007099085+0j),(32844.44311258523+0j),(-111082.94787856529+0j),(-69.03480519526117+0j),(-20.900313305283703+0j),160908.61350933523,-131218.90914329176,131305.84007099085,32844.44311258523,32931.37404028431,20.465886394809914,3.7941355214250905,austin,"Austin, TX",TX,True
Govalle,543583.4642177658,8.111734871232024,-6.847317356364635,730590.5867952126,-25.59670572786419,126.0,1855.3806451612904,2.0,60.35502958579882,127,2893.1794806577873,996.5696843992373,226.49311009073577,452.98622018147154,4569.228495329232,200,300,75,55.66141935483871,630.6614193548387,5199.88991468407,-3344.50926952278,-40134.11123427336,-36.91623630607274,3261.500785306595,3000.5807224820674,-1568.6477728471646,-18823.773274165975,-17.314519768600753,(125024.19677008614+0j),(-200670.5561713668+0j),(102023.1722097625+0j),(25519.76571641717+0j),(-73127.61824518713+0j),(-58.49077229399483+0j),(-16.12569575073558+0j),125024.19677008614,-101955.62784919023,102023.1722097625,25519.76571641717,25587.310076989437,20.465886394809914,3.7941355214250905,austin,"Austin, TX",TX,True
St. Edwards,568570.9385381824,6.622776399545116,-9.520315145931502,838363.9258006705,-32.18089172966563,80.0,1300.2148867313915,1.0,67.9245283018868,17,3026.173312766579,1042.3800539866677,236.90455772424266,473.80911544848533,4779.267039925974,200,300,75,39.00644660194175,614.0064466019418,5393.273486527916,-4093.0585997965245,-49116.703197558294,-43.19311792811572,3411.4256312290945,3138.511580730767,-1640.755459195207,-19689.065510342487,-17.314519768600753,(130771.31586378196+0j),(-245583.51598779147+0j),(106712.9789524076+0j),(26692.859698257933+0j),(-112177.67733712593+0j),(-85.78156195505129+0j),(-32.30285118536248+0j),130771.31586378196,-106642.32970898594,106712.9789524076,26692.859698257933,26763.508941679596,20.465886394809875,3.7941355214250905,austin,"Austin, TX",TX,True
Highland,415964.67200581304,5.187402350648673,-8.689373857051109,595619.6530595128,-30.16270200804625,109.0,1216.4198895027625,1.0,48.06371329019413,52,2213.9386735348608,762.6018986773239,173.31861333575543,346.63722667151086,3496.4964122194506,200,300,75,36.49259668508287,611.4925966850828,4107.989008904533,-2891.5691194017704,-34698.82943282124,-41.708865882168396,2703.7703680377845,2487.468738594762,-1009.0276736246888,-12108.332083496265,-14.554519768600748,(95671.874561337+0j),(-173494.14716410622+0j),(78070.87256838492+0j),(19528.410399993416+0j),(-75894.86419572789+0j),(-79.32829219006292+0j),(-27.04160498501116+0j),95671.874561337,-65582.63222781263,78070.87256838492,19528.410399993416,32016.650740565703,33.46506053880991,5.943305128393472,austin,"Austin, TX",TX,True
North Loop,504848.84624332184,4.5921928432026915,-6.42114119706706,668713.6653915505,-24.504481907406706,36.5,206.655737704918,1.0,21.279003961516693,170,2687.0175767521077,925.5562181127566,210.35368593471742,420.70737186943484,4243.634852669016,200,300,75,6.1996721311475405,581.1996721311475,4824.834524800164,-4618.178787095247,-55418.14544514296,-54.885879068081586,3029.093077459931,2786.7656312631366,-1456.8692214058797,-17482.430656870558,-17.314519768600753,(116115.23463596404+0j),(-277090.7272257148+0j),(94753.21486149606+0j),(23701.280716610898+0j),(-158636.23164760787+0j),(-136.6196538679464+0j),(-33.82400322372546+48.07967599110911j),116115.23463596404,-94690.48357044363,94753.21486149606,23701.280716610898,23764.012007663332,20.46588639480988,3.7941355214250905,austin,"Austin, TX",TX,True
Upper Boggy Creek,576208.0683933073,5.66151733549094,-5.3849388403778615,745031.859804702,-22.659942550060762,108.0,2219.2,1.0,74.34402332361516,37,3066.821325155555,1056.3814587210634,240.08669516387803,480.17339032775607,4843.4628693682525,200,300,75,66.576,641.576,5485.038869368253,-3265.8388693682527,-39190.06643241903,-34.00687059250681,3457.2484103598435,3180.6685375310562,-1662.7943318371963,-19953.531982046356,-17.314519768600757,(132527.8557304607+0j),(-195950.33216209515+0j),(108146.36364066147+0j),(27051.40218065132+0j),(-60752.56634078236+0j),(-45.84135614805602+0j),(-11.542725050050883+0j),132527.8557304607,-108074.7654260392,108146.36364066147,27051.40218065132,27123.000395273586,20.465886394809853,3.7941355214250905,austin,"Austin, TX",TX,True
Rosewood,517883.2381510231,6.844875744071133,-7.46131498039283,706399.1126025567,-26.68687871888633,138.0,1886.896551724138,2.0,44.74576271186441,57,2756.392084426803,949.4526032768757,215.7846825629263,431.5693651258526,4353.198735392458,200,300,75,56.606896551724134,631.6068965517242,4984.805631944182,-3097.9090802200444,-37174.90896264053,-35.89120695947272,3107.299428906139,2858.7154745936477,-1494.48326079881,-17933.79912958572,-17.31451976860075,(119113.14477473531+0j),(-185874.54481320266+0j),(97199.59172500606+0j),(24313.209977960272+0j),(-64361.74311023633+0j),(-54.03412296095124+0j),(-14.397369541233873+0j),119113.14477473531,-97135.24081208352,97199.59172500606,24313.209977960272,24377.560890882814,20.465886394809935,3.7941355214250905,austin,"Austin, TX",TX,True
Hancock,601316.9242076898,4.3901075363342645,-4.9362712006097205,758594.2288820557,-20.73273150339494,122.0,1101.4153846153845,1.0,23.70820668693009,57,3200.4612005507793,1102.4143610474314,250.54871841987077,501.09743683974153,5054.521716857824,200,300,75,33.04246153846153,608.0424615384616,5662.564178396286,-4561.1487937809015,-54733.78552537082,-45.5115957342207,3607.901545246139,3319.269421626448,-1735.2522952313757,-20823.02754277651,-17.314519768600764,(138302.89256776866+0j),(-273668.9276268541+0j),(112858.95202748291+0j),(28230.194693614263+0j),(-132579.78090575692+0j),(-95.86190024246427+0j),(-47.111628931221716+0j),138302.89256776866,-112784.23384744178,112858.95202748291,28230.194693614263,28304.912873655398,20.46588639480981,3.7941355214250683,austin,"Austin, TX",TX,True
MLK,494902.5209309357,6.23321831077277,-6.493509575075851,652771.7673928062,-24.18444766574479,94.0,1476.4075471698113,1.0,54.37499999999999,101,2634.079056366553,907.3212883733821,206.2093837212232,412.4187674424464,4160.028495903604,200,300,75,44.29222641509434,619.2922264150943,4779.320722318698,-3302.9131751488867,-39634.958101786644,-40.04319681705334,3216.866386051082,2959.5170751669957,-1200.5114207366087,-14406.137048839304,-14.554519768600754,(113827.57981411522+0j),(-198174.79050893322+0j),(92886.42580885225+0j),(23234.327785883623+0j),(-82054.03691419735+0j),(-72.0862527765193+0j),(-22.52463547798973+0j),113827.57981411522,-78028.28510008016,92886.42580885225,23234.327785883623,38092.46849465571,33.46506053880981,5.94330512839345,austin,"Austin, TX",TX,True
Mckinney,294867.6754894471,5.172396786298616,-7.803551348486437,408856.3524536569,-27.879884042435233,0.0,0.0,0.0,0.0,0,1569.4096020065167,540.5907383973196,122.86153145393628,245.72306290787256,2478.584934765645,200,300,75,0.0,575.0,3053.584934765645,-3053.584934765645,-36643.01921718774,-62.1346832208116,2358.9414039155768,2170.2260916023306,-308.3588431633143,-3700.3061179597717,-6.274519768600747,(67819.56536257283+0j),(-183215.0960859387+0j),(55342.62466729578+0j),(13843.23565961278+0j),(-114029.23575903015+0j),(-168.1361936624247+0j),(-25.073884349992227+54.437009477978684j),67819.56536257283,-20042.051505611533,55342.62466729578,13843.23565961278,49143.808821297025,72.46258297080995,11.516460668310202,austin,"Austin, TX",TX,True
Galindo,632284.6654402403,6.72812043388622,-7.706445423163622,870703.343092219,-27.38230874424551,147.0,1059.4858948801477,2.0,22.36111111111111,54,3365.2845246474117,1159.188553307107,263.4519439334335,526.903887866867,5314.8289097548195,200,300,75,31.78457684640443,606.7845768464044,5921.6134866012235,-4862.127591721076,-58345.53110065291,-46.138657387830776,3793.7079926414417,3490.2113532301264,-1824.617556524693,-21895.410678296317,-17.314519768600757,(145425.47305125528+0j),(-291727.6555032645+0j),(118671.17297364876+0j),(29684.045947457256+0j),(-143372.4365821585+0j),(-98.58825525816017+0j),(-57.346837647488734+0j),145425.47305125528,-118592.60681732126,118671.17297364876,29684.045947457256,29762.612103784762,20.46588639480988,3.7941355214250905,austin,"Austin, TX",TX,True
Southeast,322800.3811886921,8.066123677380288,-8.173495075501847,460170.96057015535,-29.85207480525499,113.5,0.0,1.5,0.0,8,1718.0791923970244,591.8006988459355,134.50015882862172,269.00031765724344,2713.380367728825,200,300,75,0.0,575.0,3288.380367728825,-3288.380367728825,-39460.5644127459,-61.12223948967292,2098.2024777264987,1930.346279508379,-783.0340882204462,-9396.409058645353,-14.554519768600748,(74244.08767339919+0j),(-197302.82206372952+0j),(60585.21100670844+0j),(15154.60024701088+0j),(-121563.0108100102+0j),(-163.7342643966044+0j),(-26.068036553091034+53.71471562311717j),74244.08767339919,-50893.98236732919,60585.21100670844,15154.60024701088,24845.828886390133,33.465060538809894,5.94330512839345,austin,"Austin, TX",TX,True
Rosedale,832115.923869491,4.730237296110662,-4.726357406528625,1055093.9929719735,-21.13347915804176,136.0,1342.1886792452829,2.0,42.10526315789473,41,4428.870403429624,1525.5458604274,346.7149682789546,693.4299365579092,6994.561168693888,200,300,75,40.265660377358486,615.2656603773585,7609.826829071247,-6267.638149825963,-75211.65779791155,-45.19301676632001,5408.753505151691,4976.053224739556,-2018.5079439543324,-24222.09532745199,-14.554519768600763,(191386.66248998296+0j),(-376058.28898955777+0j),(156176.7636210007+0j),(39065.58021702862+0j),(-180815.94515152846+0j),(-94.47677429506993+0j),(-43.96768599709762+0j),191386.66248998296,-131194.6813725488,156176.7636210007,39065.58021702862,64047.662465480505,33.46506053880986,5.94330512839345,austin,"Austin, TX",TX,True
University Hills,443984.951298994,6.510327872563404,-8.467433616978182,629850.3105468932,-29.50944948911972,109.0,847.00717674574,2.0,29.217499187664316,26,2363.074367369828,813.9724107148223,184.99372970791418,369.98745941582837,3732.0279672083925,200,300,75,25.4102153023722,600.4102153023722,4332.438182510765,-3485.4310057650246,-41825.17206918029,-47.102015447606746,2885.902183443461,2655.0300087679843,-1076.9979584404082,-12923.975501284898,-14.554519768600748,(102116.53879876863+0j),(-209125.86034590146+0j),(83329.89527211571+0j),(20843.886329526256+0j),(-104952.07874425949+0j),(-102.776768561534+0j),(-60.493770591232106+28.702955786605955j),102116.53879876863,-70000.42007249671,83329.89527211571,20843.886329526256,34173.36152914526,33.46506053880994,5.943305128393472,austin,"Austin, TX",TX,True
North University,365239.0457754708,3.80239327355536,-5.679568939476409,463338.0681020115,-21.172234504362507,78.5,699.0070086338242,1.0,27.064491064491065,70,1943.9555879302748,669.6049172550297,152.18293573977948,304.36587147955896,3070.109312404643,200,300,75,20.970210259014724,595.9702102590147,3666.0795226636574,-2967.072514029833,-35604.870168358,-48.741872727164484,2374.05379754056,2184.1294937373154,-885.9798186673274,-10631.75782400793,-14.554519768600752,(84004.98052835828+0j),(-178024.35084179+0j),(68550.36717958777+0j),(17146.98016447341+0j),(-92327.00349772882+0j),(-109.90658282048074+0j),(-49.05020751240264+37.017191035287524j),84004.98052835828,-57585.029754630654,68550.36717958777,17146.98016447341,28112.31758943053,33.46506053880985,5.94330512839345,austin,"Austin, TX",TX,True
North Shoal Creek,456981.33227010584,5.109892594485554,-6.478556440934691,610348.7334057726,-25.127831474290108,102.5,608.497504295884,1.5,17.38048490936487,12,2432.2465648768675,837.7991091618607,190.40888844587744,380.8177768917549,3841.2723393763604,200,300,75,18.25492512887652,593.2549251288765,4434.527264505237,-3826.0297602093533,-45912.35712251224,-50.234390204122214,2970.3786597556877,2732.748366975233,-1108.5239724011276,-13302.287668813531,-14.554519768600754,(105105.70642212435+0j),(-229561.78561256122+0j),(85769.13800336304+0j),(21454.031080749235+0j),(-122338.61652844894+0j),(-116.395789242036+0j),(-43.64867787429796+40.941632033651985j),105105.70642212435,-72049.48080020455,85769.13800336304,21454.031080749235,35173.68828390773,33.46506053880991,5.943305128393472,austin,"Austin, TX",TX,True
Old West Austin,855980.7762514716,5.193572349065634,-6.229148345142576,1158034.144037091,-26.0832868651535,136.0,979.6844538746556,1.0,26.617031817681383,100,4555.88917012414,1569.2980897943644,356.6586567714465,713.317313542893,7195.163230232844,200,300,75,29.390533616239665,604.3905336162396,7799.553763849084,-6819.869309974429,-81838.43171969315,-47.80389582934424,5563.875045634565,5118.7650419838,-2076.3981882490443,-24916.778258988532,-14.554519768600757,(196875.57853783848+0j),(-409192.1585984657+0j),(160655.86959938263+0j),(40185.97015111428+0j),(-208350.31884796883+0j),(-105.82842239517531+0j),(-54.17865338634407+33.29115700529547j),196875.57853783848,-134957.30820667712,160655.86959938263,40185.97015111428,65884.53154381979,33.46506053880985,5.94330512839345,austin,"Austin, TX",TX,True
Westgate,562163.9946971717,5.0508860549679735,-4.779207456369283,733558.3980223968,-23.36479328534552,0.0,0.0,0.0,0.0,0,2992.0728669754,1030.633990278148,234.23499779048822,468.46999558097644,4725.411850625012,200,300,75,0.0,575.0,5300.411850625012,-5300.411850625012,-63604.94220750015,-56.571518993993074,3372.9839681830304,3103.145250728388,-1622.2665998966245,-19467.199198759496,-17.31451976860075,(129297.7187803495+0j),(-318024.71103750076+0j),(105510.48333240126+0j),(26392.071104520815+0j),(-186122.1566005787+0j),(-143.94852311103983+0j),(-31.364863517042775+49.86634557032071j),129297.7187803495,-105440.630200255,105510.48333240126,26392.071104520815,26461.92423666708,20.465886394809875,3.7941355214250905,austin,"Austin, TX",TX,True
East Cesar Chavez,606681.145425337,6.709196489492331,-8.836118413858706,878763.7526556692,-30.961974297197013,139.0,2003.5952380952378,1.0,57.14804063860667,144,3229.011838637129,1112.2487666131178,252.78381059389042,505.56762118778084,5099.612037031919,200,300,75,60.107857142857135,635.1078571428571,5734.719894174776,-3731.124656079538,-44773.49587295446,-36.900352195356504,3640.086872552022,3348.8799227478607,-1750.7321142840578,-21008.785371408696,-17.314519768600757,(139536.6634478275+0j),(-223867.4793647723+0j),(113865.74289049569+0j),(28482.03029520373+0j),(-81519.70617907288+0j),(-58.42171094305472+0j),(-16.097804980356212+0j),139536.6634478275,-113790.3581653589,113865.74289049569,28482.03029520373,28557.415020340515,20.465886394809832,3.7941355214250683,austin,"Austin, TX",TX,True
East Congress,377097.7062728346,5.683077921721025,-8.693591646567345,538742.759980518,-30.004125477905042,65.0,47.97369863013697,1.0,3.287671232876712,29,2007.0723592773063,691.34579483353,157.12404428034776,314.2480885606955,3169.79028695188,200,300,75,1.439210958904109,576.4392109589041,3746.2294979107837,-3698.255799280647,-44379.06959136776,-58.84293228670421,2451.135090773425,2255.044283511551,-914.7460034403289,-10976.952041283947,-14.554519768600757,(86732.47244275197+0j),(-221895.3479568388+0j),(70776.07535825856+0j),(17703.71203275927+0j),(-133415.56056582098+0j),(-153.82423307934909+0j),(-28.52515624206331+51.929513672679505j),86732.47244275197,-59454.7129812443,70776.07535825856,17703.71203275927,29025.07440977353,33.465060538809865,5.94330512839345,austin,"Austin, TX",TX,True
West Congress,386535.6881664784,5.623274352460461,-9.704454312214072,575507.7546831546,-32.83571159188197,131.0,770.021052631579,2.0,15.613382899628252,21,2057.3052625036835,708.6487616385438,161.05653673603268,322.11307347206537,3249.1236343503256,200,300,75,23.100631578947368,598.1006315789474,3847.224265929273,-3077.2032132976938,-36926.43855957233,-47.765885130467375,2512.4819730821096,2311.483415235541,-937.6402191147845,-11251.682629377414,-14.554519768600754,(88903.20827829004+0j),(-184632.19279786164+0j),(72547.45531263866+0j),(18146.799622092396+0j),(-93937.93786313059+0j),(-105.66315848701493+0j),(-54.441503029663664+33.10018556095273j),88903.20827829004,-60942.742463457005,72547.45531263866,18146.799622092396,29751.51247127405,33.46506053880994,5.943305128393472,austin,"Austin, TX",TX,True
